,text,inputs,prediction,prediction_agent,annotation,annotation_agent,vectors,multi_label,explanation,id,metadata,status,event_timestamp,metrics
0,"[shoveling @.lesbianravenna's
older looking and Lesbian moira content into my mouth like a starved animal]","{'text': ""[shoveling @.lesbianravenna's\nolder looking and Lesbian moira content into my mouth like a starved animal]""}",,,3 (neutral),admin,,False,,2001,,Validated,2023-09-16 07:41:25.609190,{'text_length': 106}
1,"Gay, Straight, or Bi I'm still a fan of Frank Ocean.","{'text': ""Gay, Straight, or Bi I'm still a fan of Frank Ocean.""}",,,2 (positive/supportive),admin,,False,,2002,,Validated,2023-09-16 07:41:25.609267,{'text_length': 52}
2,i'm gay for Cole from Mystery of Stonecrack Town,"{'text': ""i'm gay for Cole from Mystery of Stonecrack Town""}",,,4 (hateful/unsupportive),admin,,False,,2003,,Validated,2023-09-16 07:41:25.609323,{'text_length': 48}
3,"Next up in my LGBTQ+🏳️‍🌈 blog series I will be recommending books with ace rep! (coming this week so stay tuned😉)

There is such a shortage of books, especially YA, that feature asexual main characters. But I want to draw attention to the ones that I have read and loved!","{'text': 'Next up in my LGBTQ+🏳️\u200d🌈 blog series I will be recommending books with ace rep! (coming this week so stay tuned😉)\n\nThere is such a shortage of books, especially YA, that feature asexual main characters. But I want to draw attention to the ones that I have read and loved!'}",,,2 (positive/supportive),admin,,False,,2004,,Validated,2023-09-16 07:41:25.609377,{'text_length': 271}
4,Excited to be celebrating #SydneyMardiGras; a really important time for the gay lesbian bisexual transgender intersex and drug community.,{'text': 'Excited to be celebrating #SydneyMardiGras; a really important time for the gay lesbian bisexual transgender intersex and drug community.'},,,2 (positive/supportive),admin,,False,,2005,,Validated,2023-09-16 07:41:25.609428,{'text_length': 137}
5,"""Wanna go out with me?""
""I'm kinda a lesbian.""
""Oh""","{'text': '""Wanna go out with me?""\n""I\'m kinda a lesbian.""\n""Oh""'}",,,2 (positive/supportive),admin,,False,,2006,,Validated,2023-09-16 07:41:25.609490,{'text_length': 51}
6,"topic: titties, dick, and balls

tiny brain: futanari
normal brain: intersex
big brain: enby
galaxy brain: paizuri-ambidextrous","{'text': 'topic: titties, dick, and balls\n\ntiny brain: futanari\nnormal brain: intersex\nbig brain: enby\ngalaxy brain: paizuri-ambidextrous'}",,,3 (neutral),admin,,False,,2007,,Validated,2023-09-16 07:41:25.609539,{'text_length': 127}
7,You can incorporate feminist/queer pedagogy into STEM info lit by using social justice-oriented datasets/search terms (for example). #2018stella,{'text': 'You can incorporate feminist/queer pedagogy into STEM info lit by using social justice-oriented datasets/search terms (for example). #2018stella'},,,3 (neutral),admin,,False,,2008,,Validated,2023-09-16 07:41:25.609587,{'text_length': 144}
8,What’s up with people and comparing EVERY GODDAMN MOVIE that features one or multiple LGBTQ+ characters,{'text': 'What’s up with people and comparing EVERY GODDAMN MOVIE that features one or multiple LGBTQ+ characters'},,,4 (hateful/unsupportive),admin,,False,,2009,,Validated,2023-09-16 07:41:25.609634,{'text_length': 103}
9,"Being gay, lesbian, bisexual, transgender, intersexual, asexual, pansexual is OK!
You know what's not ok? Being a racist, homophobic idiot","{'text': ""Being gay, lesbian, bisexual, transgender, intersexual, asexual, pansexual is OK!\nYou know what's not ok? Being a racist, homophobic idiot""}",,,1 (extremely positive/supportive),admin,,False,,2010,,Validated,2023-09-16 07:41:25.609681,{'text_length': 138}
10,"I get why lesbians hate bisexual girls, cause they don't even take ya'll serious. 😭😭😂","{'text': ""I get why lesbians hate bisexual girls, cause they don't even take ya'll serious. 😭😭😂""}",,,4 (hateful/unsupportive),admin,,False,,2011,,Validated,2023-09-16 07:41:25.609741,{'text_length': 85}
11,King Bob-Omp is the dirtiest cocksucker in the game and that’s why we love him,{'text': 'King Bob-Omp is the dirtiest cocksucker in the game and that’s why we love him'},,,3 (neutral),admin,,False,,2012,,Validated,2023-09-16 07:41:25.609789,{'text_length': 78}
12,"Sorry but the new heathers movie looks fuckin awful. Uh oh white girl is getting back at a fat girl, the gays and a brown girl. Like. Damn. Feels good to be 3 outta 3 and made into a villain all the time. Like the original heathers is about aesthetic and this one is just whew","{'text': 'Sorry but the new heathers movie looks fuckin awful. Uh oh white girl is getting back at a fat girl, the gays and a brown girl. Like. Damn. Feels good to be 3 outta 3 and made into a villain all the time. Like the original heathers is about aesthetic and this one is just whew'}",,,3 (neutral),admin,,False,,2013,,Validated,2023-09-16 07:41:25.609835,{'text_length': 276}
13,"just wanted to let all my lgbt+, trans, &amp; poc mutuals know that I love and appreciate them so damn much","{'text': 'just wanted to let all my lgbt+, trans, &amp; poc mutuals know that I love and appreciate them so damn much'}",,,1 (extremely positive/supportive),admin,,False,,2014,,Validated,2023-09-16 07:41:25.609880,{'text_length': 107}
14,"""When will people understand I'm not into anyone. I'm asexual.""  -@RickelleJ. yeah.","{'text': '""When will people understand I\'m not into anyone. I\'m asexual.""  -@RickelleJ. yeah.'}",,,2 (positive/supportive),admin,,False,,2015,,Validated,2023-09-16 07:41:25.609927,{'text_length': 83}
15,"""He's the one that looks like a lesbian from the back""","{'text': '""He\'s the one that looks like a lesbian from the back""'}",,,4 (hateful/unsupportive),admin,,False,,2016,,Validated,2023-09-16 07:41:25.609992,{'text_length': 54}
16,"i keep calling my dad ""gaylord"" and i dont think hes noticed yet","{'text': 'i keep calling my dad ""gaylord"" and i dont think hes noticed yet'}",,,3 (neutral),admin,,False,,2017,,Validated,2023-09-16 07:41:25.610044,{'text_length': 64}
17,#INeedSocialJustice because there is literally no movie that wouldn't be improved by a gay gender queer black otherkin heroine.,"{'text': ""#INeedSocialJustice because there is literally no movie that wouldn't be improved by a gay gender queer black otherkin heroine.""}",,,2 (positive/supportive),admin,,False,,2018,,Validated,2023-09-16 07:41:25.610092,{'text_length': 127}
18,"I'm worried about this thing called #queer. Has it become self-congratulatory rhetoric, noncritical we-have-arrived groupthink posturing?","{'text': ""I'm worried about this thing called #queer. Has it become self-congratulatory rhetoric, noncritical we-have-arrived groupthink posturing?""}",,,5 (extremely hateful/unsupportive),admin,,False,,2019,,Validated,2023-09-16 07:41:25.610142,{'text_length': 137}
19,"hey girls just figured I would let everyone know I had a revelation, im not lesbian i’m bisexual ahaha ya know you live and ya learn I guess!!! but yeah sexuality can change my friends 😘😘","{'text': 'hey girls just figured I would let everyone know I had a revelation, im not lesbian i’m bisexual ahaha ya know you live and ya learn I guess!!! but yeah sexuality can change my friends 😘😘'}",,,1 (extremely positive/supportive),admin,,False,,2020,,Validated,2023-09-16 07:41:25.610276,{'text_length': 187}
20,"So I finally decided to watch “Queer Eye” on Netflix and let me just say, that show makes my little gay soul so happy. It’s beautiful.","{'text': 'So I finally decided to watch “Queer Eye” on Netflix and let me just say, that show makes my little gay soul so happy. It’s beautiful.'}",,,1 (extremely positive/supportive),admin,,False,,2021,,Validated,2023-09-16 07:41:25.610349,{'text_length': 134}
21,"My gay uncle just runs up to me and screams ""O MAHHHH GAWDDDDDD (real name) IZ DAT YOU?? HOLY SHIT HONEY I DIDNT EVEN RECOGNIZE YOU"" I lov","{'text': 'My gay uncle just runs up to me and screams ""O MAHHHH GAWDDDDDD (real name) IZ DAT YOU?? HOLY SHIT HONEY I DIDNT EVEN RECOGNIZE YOU"" I lov'}",,,2 (positive/supportive),admin,,False,,2022,,Validated,2023-09-16 07:41:25.610414,{'text_length': 138}
22,You know you look like a straight up lesbian when femme girls hit on you. #lol #ohno,{'text': 'You know you look like a straight up lesbian when femme girls hit on you. #lol #ohno'},,,3 (neutral),admin,,False,,2023,,Validated,2023-09-16 07:41:25.610473,{'text_length': 84}
23,"If he listens to Chris Brown, his hands prolly bisexual af","{'text': 'If he listens to Chris Brown, his hands prolly bisexual af'}",,,3 (neutral),admin,,False,,2024,,Validated,2023-09-16 07:41:25.610526,{'text_length': 58}
24,"I don't like calling the hatred of fems within the gay community ""misogyny."" It STEMS FROM misogyny, but it's its own thing.","{'text': 'I don\'t like calling the hatred of fems within the gay community ""misogyny."" It STEMS FROM misogyny, but it\'s its own thing.'}",,,2 (positive/supportive),admin,,False,,2025,,Validated,2023-09-16 07:41:25.610574,{'text_length': 124}
25,"""I made a comic about queer feminists fighting the patriarchy in space.""

...the fuck makes you think aliens adhere to our gender norms?","{'text': '""I made a comic about queer feminists fighting the patriarchy in space.""\n\n...the fuck makes you think aliens adhere to our gender norms?'}",,,2 (positive/supportive),admin,,False,,2026,,Validated,2023-09-16 07:41:25.610621,{'text_length': 136}
26,thanks fantastic beasts for casting redmayne cause now i have to see his muppet looking stealing trans roles ass Everywhere .,{'text': 'thanks fantastic beasts for casting redmayne cause now i have to see his muppet looking stealing trans roles ass Everywhere .'},,,3 (neutral),admin,,False,,2027,,Validated,2023-09-16 07:41:25.610667,{'text_length': 125}
27,"listen i dont watch SU i dont know shit about SU but i see ppl not calling stevonnie they/them and my blood boils babey theyre canonically NB intersex and they/them can you shut the fck up abt ur ""its not clarified in the series"" finally","{'text': 'listen i dont watch SU i dont know shit about SU but i see ppl not calling stevonnie they/them and my blood boils babey theyre canonically NB intersex and they/them can you shut the fck up abt ur ""its not clarified in the series"" finally'}",,,3 (neutral),admin,,False,,2028,,Validated,2023-09-16 07:41:25.610714,{'text_length': 237}
28,What’s good 😜 u candy cane cum guzzler 👅🎄DICKCEMBER🎄 is here and u know what that means ❄ HOE HOE HOE season has arrived 🎅,{'text': 'What’s good 😜 u candy cane cum guzzler 👅🎄DICKCEMBER🎄 is here and u know what that means ❄ HOE HOE HOE season has arrived 🎅'},,,4 (hateful/unsupportive),admin,,False,,2029,,Validated,2023-09-16 07:41:25.610763,{'text_length': 122}
29,"listen you use the word trap, tr*nny, shemale or any of that nasty transphobic shit I wont be fucking afraid to call you out on your bullshit and I dont want you anywhere fucking near me","{'text': 'listen you use the word trap, tr*nny, shemale or any of that nasty transphobic shit I wont be fucking afraid to call you out on your bullshit and I dont want you anywhere fucking near me'}",,,2 (positive/supportive),admin,,False,,2030,,Validated,2023-09-16 07:41:25.610811,{'text_length': 186}
30,Trumor: The lesbians that live behind Jas are actually the ones dressing as clowns,{'text': 'Trumor: The lesbians that live behind Jas are actually the ones dressing as clowns'},,,4 (hateful/unsupportive),admin,,False,,2031,,Validated,2023-09-16 07:41:25.610866,{'text_length': 82}
31,"When a #cdnpoli Member of Parliament provides Canada Summer Jobs to anti-choice groups, those groups have more staff to undermine LGBT rights. They have specifically targeted trans people.","{'text': 'When a #cdnpoli Member of Parliament provides Canada Summer Jobs to anti-choice groups, those groups have more staff to undermine LGBT rights. They have specifically targeted trans people.'}",,,2 (positive/supportive),admin,,False,,2032,,Validated,2023-09-16 07:41:25.610913,{'text_length': 188}
32,To all my #bisexual brothers and sisters as we have ended our #BiWeek and to all our fellow LGBTQ+ allies. I want to say thanks you for the support! You help to make #BiVisibility known and we appreciate you so much! #bipride 💖💜💙❤❤❤,{'text': 'To all my #bisexual brothers and sisters as we have ended our #BiWeek and to all our fellow LGBTQ+ allies. I want to say thanks you for the support! You help to make #BiVisibility known and we appreciate you so much! #bipride 💖💜💙❤❤❤'},,,1 (extremely positive/supportive),admin,,False,,2033,,Validated,2023-09-16 07:41:25.610984,{'text_length': 232}
33,Ace Update: I’m currently feeling excitedly asexual.,{'text': 'Ace Update: I’m currently feeling excitedly asexual.'},,,4 (hateful/unsupportive),admin,,False,,2034,,Validated,2023-09-16 07:41:25.611068,{'text_length': 52}
34,"This isn't a matter of ""opinion"" and ""beliefs"". Trans kids are kids. I don't care if ur ""uncomfortable"" they're damn kids.","{'text': 'This isn\'t a matter of ""opinion"" and ""beliefs"". Trans kids are kids. I don\'t care if ur ""uncomfortable"" they\'re damn kids.'}",,,1 (extremely positive/supportive),admin,,False,,2035,,Validated,2023-09-16 07:41:25.611127,{'text_length': 122}
35,"Size difference, futa/intersex &amp; flaccid dicks are probably my top 3 fetishes.
Cute cross-dressing is a good runner up.
:P","{'text': 'Size difference, futa/intersex &amp; flaccid dicks are probably my top 3 fetishes.\nCute cross-dressing is a good runner up.\n:P'}",,,2 (positive/supportive),admin,,False,,2036,,Validated,2023-09-16 07:41:25.611176,{'text_length': 126}
36,Why do gay guys think they're the hottest thing ever created,"{'text': ""Why do gay guys think they're the hottest thing ever created""}",,,4 (hateful/unsupportive),admin,,False,,2037,,Validated,2023-09-16 07:41:25.611223,{'text_length': 60}
37,"I'm still watching Tougen No Fue and it keeps going back and forth between ""yes good gay content"" and evil lesbian tropes. Stop teasing me like this movie.","{'text': 'I\'m still watching Tougen No Fue and it keeps going back and forth between ""yes good gay content"" and evil lesbian tropes. Stop teasing me like this movie.'}",,,3 (neutral),admin,,False,,2038,,Validated,2023-09-16 07:41:25.611269,{'text_length': 155}
