,text,inputs,prediction,prediction_agent,annotation,annotation_agent,vectors,multi_label,explanation,id,metadata,status,event_timestamp,metrics
0,"If you're going to blather on about ""bio-sex"" at least read a single fucking paper from the past two decades, you legions of dinguses. 

Sincerely, an intersex trans woman","{'text': 'If you\'re going to blather on about ""bio-sex"" at least read a single fucking paper from the past two decades, you legions of dinguses. \n\nSincerely, an intersex trans woman'}",,,2 (positive/supportive),admin,,False,,6251,,Validated,2023-10-13 17:38:27.539489,{'text_length': 171}
1,No photos if you enter #bisexual but plenty if you #heterosexual reasons?@twitter,{'text': 'No photos if you enter #bisexual but plenty if you #heterosexual reasons?@twitter'},,,2 (positive/supportive),admin,,False,,6252,,Validated,2023-10-13 17:38:27.539612,{'text_length': 81}
2,"“People don't become gay, bisexual, pansexual, transexual. People just fall in love with another person.”","{'text': ""“People don't become gay, bisexual, pansexual, transexual. People just fall in love with another person.”""}",,,3 (neutral),admin,,False,,6253,,Validated,2023-10-13 17:38:27.539686,{'text_length': 105}
3,New very gay King Princess song out called Talia. You’re all welcome,{'text': 'New very gay King Princess song out called Talia. You’re all welcome'},,,2 (positive/supportive),admin,,False,,6254,,Validated,2023-10-13 17:38:27.539775,{'text_length': 68}
4,"I don't think this is a hard stance, but still.
If you think transgender people are mentally ill, or don't respect them, do me a big favor and unfollow me.

You don't get to wack your dick to my 'sona, and then go be a colossal tool on the net. Fuck off.","{'text': ""I don't think this is a hard stance, but still.\nIf you think transgender people are mentally ill, or don't respect them, do me a big favor and unfollow me.\n\nYou don't get to wack your dick to my 'sona, and then go be a colossal tool on the net. Fuck off.""}",,,1 (extremely positive/supportive),admin,,False,,6255,,Validated,2023-10-13 17:38:27.539845,{'text_length': 254}
5,I'm sorry to break it to you @sabinethoughts @sabinethinks @MomChengthought but I'm pretty gay for @frontseathought and I love him,"{'text': ""I'm sorry to break it to you @sabinethoughts @sabinethinks @MomChengthought but I'm pretty gay for @frontseathought and I love him""}",,,2 (positive/supportive),admin,,False,,6256,,Validated,2023-10-13 17:38:27.539930,{'text_length': 130}
6,say what u want but gaylords still makes the best cakes in the entire world 😭💞,{'text': 'say what u want but gaylords still makes the best cakes in the entire world 😭💞'},,,2 (positive/supportive),admin,,False,,6257,,Validated,2023-10-13 17:38:27.539997,{'text_length': 78}
7,"I really want Sam Smith to form a new identity that’s more than just “I’m a gay man.” Because it’s not working for him, right now.","{'text': 'I really want Sam Smith to form a new identity that’s more than just “I’m a gay man.” Because it’s not working for him, right now.'}",,,4 (hateful/unsupportive),admin,,False,,6258,,Validated,2023-10-13 17:38:27.540064,{'text_length': 130}
8,"some fans: you cant headcanons gay characters as asexual/demisexual thats like some form of homophobia
me: *throws asexual headcanons at u*",{'text': 'some fans: you cant headcanons gay characters as asexual/demisexual thats like some form of homophobia\nme: *throws asexual headcanons at u*'},,,4 (hateful/unsupportive),admin,,False,,6259,,Validated,2023-10-13 17:38:27.540140,{'text_length': 139}
9,"I don't care if you're gay, straight, lesbian, trans, bisexual, or asexual. I LOVE YOU.","{'text': ""I don't care if you're gay, straight, lesbian, trans, bisexual, or asexual. I LOVE YOU.""}",,,1 (extremely positive/supportive),admin,,False,,6260,,Validated,2023-10-13 17:38:27.540224,{'text_length': 87}
10,"Genuinely confused by trolls online who try to body-shame, slut-shame, gay-shame me. Um? I'm honoured to be the fat neurodivergent asexual dyke bitch of colour who won't quit, so nice try, but bye-bye 🙃","{'text': ""Genuinely confused by trolls online who try to body-shame, slut-shame, gay-shame me. Um? I'm honoured to be the fat neurodivergent asexual dyke bitch of colour who won't quit, so nice try, but bye-bye 🙃""}",,,2 (positive/supportive),admin,,False,,6261,,Validated,2023-10-13 17:38:27.540308,{'text_length': 202}
11,#LGBTIhrc @morgancarpenter held a great workshop about intersex human rights,{'text': '#LGBTIhrc @morgancarpenter held a great workshop about intersex human rights'},,,2 (positive/supportive),admin,,False,,6262,,Validated,2023-10-13 17:38:27.540375,{'text_length': 76}
12,"I'm tired of this mentality where it's like oh gay/bi people should be treated special ONLY because they're gay/bi. If anything, if you want equality, stop making people give a shit about who you're with. Who. The. Fuck. Cares. It's hypocritical. I think it's bs. - A bi person","{'text': ""I'm tired of this mentality where it's like oh gay/bi people should be treated special ONLY because they're gay/bi. If anything, if you want equality, stop making people give a shit about who you're with. Who. The. Fuck. Cares. It's hypocritical. I think it's bs. - A bi person""}",,,1 (extremely positive/supportive),admin,,False,,6263,,Validated,2023-10-13 17:38:27.540440,{'text_length': 277}
13,"I will be doing private Skype shows again tonight, an I accept multiple forms of payment, book yours now by DM! #tgirl #transsexual #camshow","{'text': 'I will be doing private Skype shows again tonight, an I accept multiple forms of payment, book yours now by DM! #tgirl #transsexual #camshow'}",,,3 (neutral),admin,,False,,6264,,Validated,2023-10-13 17:38:27.540516,{'text_length': 140}
14,31hr marvel movie marathon is for cowards!!! Only real fans are invited to the exclusive Steve &amp; Bucky endless loop supercut ft. T’challa Gay Crying marathon. be there - my apartment starting yesterday so ur already late. door locks behind you . update ur will and byob,{'text': '31hr marvel movie marathon is for cowards!!! Only real fans are invited to the exclusive Steve &amp; Bucky endless loop supercut ft. T’challa Gay Crying marathon. be there - my apartment starting yesterday so ur already late. door locks behind you . update ur will and byob'},,,3 (neutral),admin,,False,,6265,,Validated,2023-10-13 17:38:27.540582,{'text_length': 273}
15,"yoga teacher: and now your body is perfectly straight
me: sorry I can't I'm bisexual","{'text': ""yoga teacher: and now your body is perfectly straight\nme: sorry I can't I'm bisexual""}",,,2 (positive/supportive),admin,,False,,6266,,Validated,2023-10-13 17:38:27.540647,{'text_length': 84}
16,why don't all lipstick commercials feature lesbians putting on lipstick and then kissing and there's no smudging? aren't lesbians the ultimate lipstick test? #TuesdayThoughts,"{'text': ""why don't all lipstick commercials feature lesbians putting on lipstick and then kissing and there's no smudging? aren't lesbians the ultimate lipstick test? #TuesdayThoughts""}",,,2 (positive/supportive),admin,,False,,6267,,Validated,2023-10-13 17:38:27.540726,{'text_length': 174}
17,"""i'm gonna trombone you"" ""i thought you were asexual"" ""shut up luci""","{'text': '""i\'m gonna trombone you"" ""i thought you were asexual"" ""shut up luci""'}",,,4 (hateful/unsupportive),admin,,False,,6268,,Validated,2023-10-13 17:38:27.540795,{'text_length': 68}
18,'Gay marriage is an abomination. Caitlyn Jenner needs to go to a mental hospital.' yikes. I'm keeping my mouth shut.,"{'text': ""'Gay marriage is an abomination. Caitlyn Jenner needs to go to a mental hospital.' yikes. I'm keeping my mouth shut.""}",,,4 (hateful/unsupportive),admin,,False,,6269,,Validated,2023-10-13 17:38:27.540860,{'text_length': 116}
19,"We have no problem accepting the truth that Samus Aran is not only trans, but toasterkin.

#GamerGatePlus","{'text': 'We have no problem accepting the truth that Samus Aran is not only trans, but toasterkin.\n\n#GamerGatePlus'}",,,4 (hateful/unsupportive),admin,,False,,6270,,Validated,2023-10-13 17:38:27.540924,{'text_length': 105}
20,"CEO had what looked like a printed out powerpoint on her desk titled ""how not to be a dick to trans people""","{'text': 'CEO had what looked like a printed out powerpoint on her desk titled ""how not to be a dick to trans people""'}",,,3 (neutral),admin,,False,,6271,,Validated,2023-10-13 17:38:27.540999,{'text_length': 107}
21,Fuck it I'm officially asexual now,"{'text': ""Fuck it I'm officially asexual now""}",,,3 (neutral),admin,,False,,6272,,Validated,2023-10-13 17:38:27.541063,{'text_length': 34}
22,lol lrt im so fucking mad. im tired of all types of shit being thrown at trans men endlessly. im so fucking tired of us being treated like a woman playing a role or doing an act.,{'text': 'lol lrt im so fucking mad. im tired of all types of shit being thrown at trans men endlessly. im so fucking tired of us being treated like a woman playing a role or doing an act.'},,,1 (extremely positive/supportive),admin,,False,,6273,,Validated,2023-10-13 17:38:27.541127,{'text_length': 178}
23,"Asexual: The lack of a sexual attraction, and one identifying with this orientation. This may be used as an umbrella term for other emotional attractions such as demisexual.

#GA223 #MLPatGA223 #Committee11","{'text': 'Asexual: The lack of a sexual attraction, and one identifying with this orientation. This may be used as an umbrella term for other emotional attractions such as demisexual.\n\n#GA223 #MLPatGA223 #Committee11'}",,,2 (positive/supportive),admin,,False,,6274,,Validated,2023-10-13 17:38:27.543158,{'text_length': 206}
