,text,inputs,prediction,prediction_agent,annotation,annotation_agent,vectors,multi_label,explanation,id,metadata,status,event_timestamp,metrics
0,imho cishets shouldn't be profiting off of pride stuff :/ either make ur shit nd donate proceeds to a charity or like... don't make shit and elevate the work of actual LGBT ppl ??,"{'text': ""imho cishets shouldn't be profiting off of pride stuff :/ either make ur shit nd donate proceeds to a charity or like... don't make shit and elevate the work of actual LGBT ppl ??""}",,,2 (positive),admin,,False,,6001,,Validated,2023-07-25 07:40:14.304560,{'text_length': 179}
1,Totally don't have a problem with LGBT. Just not really a fan of seeing an asshole @ f/5.6 on my photostream,"{'text': ""Totally don't have a problem with LGBT. Just not really a fan of seeing an asshole @ f/5.6 on my photostream""}",,,3 (neutral),admin,,False,,6002,,Validated,2023-07-25 07:40:14.304744,{'text_length': 108}
2,If my father ever tell me him love me Jah see and know me ago call him battyman,{'text': 'If my father ever tell me him love me Jah see and know me ago call him battyman'},,,4 (hateful),admin,,False,,6003,,Validated,2023-07-25 07:40:14.304857,{'text_length': 79}
3,eleven year olds kinda went crazy with “gaywad” like it really does fill u with sheer terror to hear it said aloud,{'text': 'eleven year olds kinda went crazy with “gaywad” like it really does fill u with sheer terror to hear it said aloud'},,,3 (neutral),admin,,False,,6004,,Validated,2023-07-25 07:40:14.304984,{'text_length': 114}
4,"petition to have a female version of ""Love, Simon"" directed by the lesbian legend herself @HayleyKiyoko #20gayteen","{'text': 'petition to have a female version of ""Love, Simon"" directed by the lesbian legend herself @HayleyKiyoko #20gayteen'}",,,2 (positive),admin,,False,,6005,,Validated,2023-07-25 07:40:14.305123,{'text_length': 114}
5,"If you want to write about a relationship between someone with a high libido and someone on the asexual spectrum, please don't make the ace be like ""Yeah we can be together but I'm fine with you fucking around if you need to be satisfied sexually""","{'text': 'If you want to write about a relationship between someone with a high libido and someone on the asexual spectrum, please don\'t make the ace be like ""Yeah we can be together but I\'m fine with you fucking around if you need to be satisfied sexually""'}",,,2 (positive),admin,,False,,6006,,Validated,2023-07-25 07:40:14.305238,{'text_length': 247}
6,there is more chance of taylor coming out as a big fat fucking dyke than there is of a haylor collab on 1989 tv,{'text': 'there is more chance of taylor coming out as a big fat fucking dyke than there is of a haylor collab on 1989 tv'},,,5 (extremely hateful),admin,,False,,6007,,Validated,2023-07-25 07:40:14.308348,{'text_length': 111}
7,"Great event at @HiggsandSons  with @stonewalluk and @andy4wm this morning about promoting inclusion,particularly for the lesbian, gay, bisexual and trans (LGBT) community
@BlackCountryBF @blackcountrylep @BCCCmembers","{'text': 'Great event at @HiggsandSons  with @stonewalluk and @andy4wm this morning about promoting inclusion,particularly for the lesbian, gay, bisexual and trans (LGBT) community\n@BlackCountryBF @blackcountrylep @BCCCmembers'}",,,2 (positive),admin,,False,,6008,,Validated,2023-07-25 07:40:14.308566,{'text_length': 216}
8,"Good to see we’re all focused on Larry David jokes while children are starving, girl’s genitals are sliced &amp; LGBT murdered. Yay world.","{'text': 'Good to see we’re all focused on Larry David jokes while children are starving, girl’s genitals are sliced &amp; LGBT murdered. Yay world.'}",,,3 (neutral),admin,,False,,6009,,Validated,2023-07-25 07:40:14.308699,{'text_length': 138}
9,"Bi people are very important and one million percent valid, regardless of who they are dating.","{'text': 'Bi people are very important and one million percent valid, regardless of who they are dating.'}",,,2 (positive),admin,,False,,6010,,Validated,2023-07-25 07:40:14.308812,{'text_length': 94}
10,I am one lying high school fuck boy away from becoming asexual,{'text': 'I am one lying high school fuck boy away from becoming asexual'},,,3 (neutral),admin,,False,,6011,,Validated,2023-07-25 07:40:14.309137,{'text_length': 62}
11,"Let me write for a show I will make every character LGBT to mess with striaght people who whine that we can't make everything gay
WATCH ME","{'text': ""Let me write for a show I will make every character LGBT to mess with striaght people who whine that we can't make everything gay\nWATCH ME""}",,,2 (positive),admin,,False,,6012,,Validated,2023-07-25 07:40:14.309266,{'text_length': 138}
12,wait lmfao King James was a bisexual warlock? in 1563??????,{'text': 'wait lmfao King James was a bisexual warlock? in 1563??????'},,,3 (neutral),admin,,False,,6013,,Validated,2023-07-25 07:40:14.309335,{'text_length': 59}
13,Big dyke energy means I do push ups in my dreams and I don’t even need pre-workout,{'text': 'Big dyke energy means I do push ups in my dreams and I don’t even need pre-workout'},,,3 (neutral),admin,,False,,6014,,Validated,2023-07-25 07:40:14.309398,{'text_length': 82}
14,"⬇️ IMPORTANT THREAD ⬇️

On saturday June 29th, during the Paris Pride, intersex people with @IntersEtAllieEs and @LesDelaisseesF went it front with their slogans and claims.

#IntersexesEnTêtePride2019","{'text': '⬇️ IMPORTANT THREAD ⬇️\n\nOn saturday June 29th, during the Paris Pride, intersex people with @IntersEtAllieEs and @LesDelaisseesF went it front with their slogans and claims.\n\n#IntersexesEnTêtePride2019'}",,,2 (positive),admin,,False,,6015,,Validated,2023-07-25 07:40:14.309461,{'text_length': 201}
15,"the trans-formation is now complete. I bought gourmet pickles, with a hint of sweet.","{'text': 'the trans-formation is now complete. I bought gourmet pickles, with a hint of sweet.'}",,,3 (neutral),admin,,False,,6016,,Validated,2023-07-25 07:40:14.309521,{'text_length': 84}
16,like we get it you hate lgbt people !!!,{'text': 'like we get it you hate lgbt people !!!'},,,3 (neutral),admin,,False,,6017,,Validated,2023-07-25 07:40:14.309580,{'text_length': 39}
17,Sent crush Birthday text if he leaves me on read I’m officially asexual,{'text': 'Sent crush Birthday text if he leaves me on read I’m officially asexual'},,,3 (neutral),admin,,False,,6018,,Validated,2023-07-25 07:40:14.309641,{'text_length': 71}
18,"yes, despite what furry porn told you, ""intersex"" is not a synonym for ""girl with penis"" or ""boy with vagina""","{'text': 'yes, despite what furry porn told you, ""intersex"" is not a synonym for ""girl with penis"" or ""boy with vagina""'}",,,2 (positive),admin,,False,,6019,,Validated,2023-07-25 07:40:14.309699,{'text_length': 109}
19,SOS! A lesbian just Dmd and says she has a question 😳😳😳,{'text': 'SOS! A lesbian just Dmd and says she has a question 😳😳😳'},,,3 (neutral),admin,,False,,6020,,Validated,2023-07-25 07:40:14.309759,{'text_length': 55}
20,"I heard a gay dude cuss this drunk dude out  and put it on "" LGBT"" he will beat his ass lol

Let me find out y'all gang banging lol 😂 ...","{'text': 'I heard a gay dude cuss this drunk dude out  and put it on "" LGBT"" he will beat his ass lol\n\nLet me find out y\'all gang banging lol 😂 ...'}",,,4 (hateful),admin,,False,,6021,,Validated,2023-07-25 07:40:14.309835,{'text_length': 137}
21,Judge in #TXvUS: “There’s a lot of #Texas vs USA lawsuits”. Courtroom erupts in laughter.  #TransRights #LGBT,{'text': 'Judge in #TXvUS: “There’s a lot of #Texas vs USA lawsuits”. Courtroom erupts in laughter.  #TransRights #LGBT'},,,3 (neutral),admin,,False,,6022,,Validated,2023-07-25 07:40:14.309896,{'text_length': 109}
22,Tomorrow 7 pm free screening of Avenger movie plus reading Eating Fire My Life as a Lesbian Avenger   at @GDBooks in #WorldPrideToronto,{'text': 'Tomorrow 7 pm free screening of Avenger movie plus reading Eating Fire My Life as a Lesbian Avenger   at @GDBooks in #WorldPrideToronto'},,,3 (neutral),admin,,False,,6023,,Validated,2023-07-25 07:40:14.309956,{'text_length': 135}
23,Love seeing white trans guys talking down to trans women and Nonbinary people because apparently trans men are the reason why trans women and nonbinary people have any representation 😬😬😬,{'text': 'Love seeing white trans guys talking down to trans women and Nonbinary people because apparently trans men are the reason why trans women and nonbinary people have any representation 😬😬😬'},,,3 (neutral),admin,,False,,6024,,Validated,2023-07-25 07:40:14.310052,{'text_length': 186}
24,Silver lining to our garbage world: @MsSarahPaulson plays a Trump-hating queer mom in the new season of AHS. My brand is SO represented. 👏🚺😍,{'text': 'Silver lining to our garbage world: @MsSarahPaulson plays a Trump-hating queer mom in the new season of AHS. My brand is SO represented. 👏🚺😍'},,,2 (positive),admin,,False,,6025,,Validated,2023-07-25 07:40:14.310144,{'text_length': 140}
25,"Should businesses be able to serve who they wish, according &amp; others advertise they're #lgbt friendly?","{'text': ""Should businesses be able to serve who they wish, according &amp; others advertise they're #lgbt friendly?""}",,,3 (neutral),admin,,False,,6026,,Validated,2023-07-25 07:40:14.310207,{'text_length': 106}
26,"#intersex activists @ILGAEurope conf: ""What binds LGBT movement and intersex movement is falling outside of gender binary norm."" #IERiga2014","{'text': '#intersex activists @ILGAEurope conf: ""What binds LGBT movement and intersex movement is falling outside of gender binary norm."" #IERiga2014'}",,,3 (neutral),admin,,False,,6027,,Validated,2023-07-25 07:40:14.310266,{'text_length': 140}
27,There's so many pretty gay girls and it's pissing me off! 😡😡,"{'text': ""There's so many pretty gay girls and it's pissing me off! 😡😡""}",,,4 (hateful),admin,,False,,6028,,Validated,2023-07-25 07:40:14.310338,{'text_length': 60}
28,Lmao I am 100% sure this team is better then Buffalo and that faggot redneck running back josh allen,{'text': 'Lmao I am 100% sure this team is better then Buffalo and that faggot redneck running back josh allen'},,,5 (extremely hateful),admin,,False,,6029,,Validated,2023-07-25 07:40:14.310394,{'text_length': 100}
29,"Making my way downtown
Walkin fast
Faces pass
And I'm bisexual 

#NationalComingOutDay","{'text': ""Making my way downtown\nWalkin fast\nFaces pass\nAnd I'm bisexual \n\n#NationalComingOutDay""}",,,2 (positive),admin,,False,,6030,,Validated,2023-07-25 07:40:14.310451,{'text_length': 86}
30,My coworkers trying to get time off for a festival and all I hear is “common you cocksucker it’s summer” lmfao I’m dead,{'text': 'My coworkers trying to get time off for a festival and all I hear is “common you cocksucker it’s summer” lmfao I’m dead'},,,4 (hateful),admin,,False,,6031,,Validated,2023-07-25 07:40:14.310523,{'text_length': 119}
31,STOP IGNORING THE BLACK LGBT COMMUNITY STOP IGNORING THE BLACK LGBT COMMUNITY STOP IGNORING THE BLACK LGBT COMMUNITY STOP IGNORING THE BLA,{'text': 'STOP IGNORING THE BLACK LGBT COMMUNITY STOP IGNORING THE BLACK LGBT COMMUNITY STOP IGNORING THE BLACK LGBT COMMUNITY STOP IGNORING THE BLA'},,,2 (positive),admin,,False,,6032,,Validated,2023-07-25 07:40:14.310581,{'text_length': 138}
32,"I made a gay bestie today, we sat by each other in math &amp; hit it off in 3.5 secs cuz I was like fuck math, and he was like BITCH me 2. 💝","{'text': 'I made a gay bestie today, we sat by each other in math &amp; hit it off in 3.5 secs cuz I was like fuck math, and he was like BITCH me 2. 💝'}",,,2 (positive),admin,,False,,6033,,Validated,2023-07-25 07:40:14.310638,{'text_length': 140}
33,Thanks for tellin me how ya all felt about my brain power write right class😒 #cocksuckers,{'text': 'Thanks for tellin me how ya all felt about my brain power write right class😒 #cocksuckers'},,,4 (hateful),admin,,False,,6034,,Validated,2023-07-25 07:40:14.310696,{'text_length': 89}
34,Seems @drrobiludwig is trapped in the distant past. It used to be widely believed gays were serial killers who hate women. #Cruising #lgbt,{'text': 'Seems @drrobiludwig is trapped in the distant past. It used to be widely believed gays were serial killers who hate women. #Cruising #lgbt'},,,3 (neutral),admin,,False,,6035,,Validated,2023-07-25 07:40:14.310752,{'text_length': 138}
35,Alright you know what. I'm just gonna say it. WOLF DOES NOT FUCK! HES A PROUD BISEXUAL GREY ACE! Fite me if you disagree.,"{'text': ""Alright you know what. I'm just gonna say it. WOLF DOES NOT FUCK! HES A PROUD BISEXUAL GREY ACE! Fite me if you disagree.""}",,,3 (neutral),admin,,False,,6036,,Validated,2023-07-25 07:40:14.310809,{'text_length': 121}
36,I just found out I'm lesbian for @brittmellon and @VictorriaLauren damn my life,"{'text': ""I just found out I'm lesbian for @brittmellon and @VictorriaLauren damn my life""}",,,3 (neutral),admin,,False,,6037,,Validated,2023-07-25 07:40:14.310866,{'text_length': 79}
37,"Apparently someone was complaining about ""emo faggots"" in the halls like damn bro thats fucking weak at least be creative. you can do better than stating the truth and acting like its an insult.","{'text': 'Apparently someone was complaining about ""emo faggots"" in the halls like damn bro thats fucking weak at least be creative. you can do better than stating the truth and acting like its an insult.'}",,,4 (hateful),admin,,False,,6038,,Validated,2023-07-25 07:40:14.310923,{'text_length': 194}
38,Ace Update: I'm feeling militantly asexual.,"{'text': ""Ace Update: I'm feeling militantly asexual.""}",,,3 (neutral),admin,,False,,6039,,Validated,2023-07-25 07:40:14.310980,{'text_length': 43}
39,"no I am still bisexual, who I date or prefer to date doesn't effect my sexuality thank you very much!","{'text': ""no I am still bisexual, who I date or prefer to date doesn't effect my sexuality thank you very much!""}",,,2 (positive),admin,,False,,6040,,Validated,2023-07-25 07:40:14.311082,{'text_length': 101}
40,Chicks suck. I might just become an Asexual and just love dip #RealTrueLove #AlwaysThereForMe,{'text': 'Chicks suck. I might just become an Asexual and just love dip #RealTrueLove #AlwaysThereForMe'},,,4 (hateful),admin,,False,,6041,,Validated,2023-07-25 07:40:14.311187,{'text_length': 93}
