,text,inputs,prediction,prediction_agent,annotation,annotation_agent,vectors,multi_label,explanation,id,metadata,status,event_timestamp,metrics
0,"[shoveling @.lesbianravenna's
older looking and Lesbian moira content into my mouth like a starved animal]","{'text': ""[shoveling @.lesbianravenna's\nolder looking and Lesbian moira content into my mouth like a starved animal]""}",,,4 (hateful),argilla,,False,,2001,,Validated,2023-03-28 16:02:09.758851,{'text_length': 106}
1,"Gay, Straight, or Bi I'm still a fan of Frank Ocean.","{'text': ""Gay, Straight, or Bi I'm still a fan of Frank Ocean.""}",,,2 (positive),argilla,,False,,2002,,Validated,2023-03-28 16:02:09.759019,{'text_length': 52}
2,i'm gay for Cole from Mystery of Stonecrack Town,"{'text': ""i'm gay for Cole from Mystery of Stonecrack Town""}",,,1 (extremely positive),argilla,,False,,2003,,Validated,2023-03-28 16:02:09.759143,{'text_length': 48}
3,"Next up in my LGBTQ+🏳️‍🌈 blog series I will be recommending books with ace rep! (coming this week so stay tuned😉)

There is such a shortage of books, especially YA, that feature asexual main characters. But I want to draw attention to the ones that I have read and loved!","{'text': 'Next up in my LGBTQ+🏳️\u200d🌈 blog series I will be recommending books with ace rep! (coming this week so stay tuned😉)\n\nThere is such a shortage of books, especially YA, that feature asexual main characters. But I want to draw attention to the ones that I have read and loved!'}",,,2 (positive),argilla,,False,,2004,,Validated,2023-03-28 16:02:09.759336,{'text_length': 271}
4,Excited to be celebrating #SydneyMardiGras; a really important time for the gay lesbian bisexual transgender intersex and drug community.,{'text': 'Excited to be celebrating #SydneyMardiGras; a really important time for the gay lesbian bisexual transgender intersex and drug community.'},,,1 (extremely positive),argilla,,False,,2005,,Validated,2023-03-28 16:02:09.759493,{'text_length': 137}
5,"""Wanna go out with me?""
""I'm kinda a lesbian.""
""Oh""","{'text': '""Wanna go out with me?""\n""I\'m kinda a lesbian.""\n""Oh""'}",,,3 (neutral),argilla,,False,,2006,,Validated,2023-03-28 16:02:09.759684,{'text_length': 51}
6,"topic: titties, dick, and balls

tiny brain: futanari
normal brain: intersex
big brain: enby
galaxy brain: paizuri-ambidextrous","{'text': 'topic: titties, dick, and balls\n\ntiny brain: futanari\nnormal brain: intersex\nbig brain: enby\ngalaxy brain: paizuri-ambidextrous'}",,,3 (neutral),argilla,,False,,2007,,Validated,2023-03-28 16:02:09.762338,{'text_length': 127}
7,You can incorporate feminist/queer pedagogy into STEM info lit by using social justice-oriented datasets/search terms (for example). #2018stella,{'text': 'You can incorporate feminist/queer pedagogy into STEM info lit by using social justice-oriented datasets/search terms (for example). #2018stella'},,,3 (neutral),argilla,,False,,2008,,Validated,2023-03-28 16:02:09.762459,{'text_length': 144}
8,What’s up with people and comparing EVERY GODDAMN MOVIE that features one or multiple LGBTQ+ characters,{'text': 'What’s up with people and comparing EVERY GODDAMN MOVIE that features one or multiple LGBTQ+ characters'},,,6 (can't say!),argilla,,False,,2009,,Validated,2023-03-28 16:02:09.762551,{'text_length': 103}
9,"Being gay, lesbian, bisexual, transgender, intersexual, asexual, pansexual is OK!
You know what's not ok? Being a racist, homophobic idiot","{'text': ""Being gay, lesbian, bisexual, transgender, intersexual, asexual, pansexual is OK!\nYou know what's not ok? Being a racist, homophobic idiot""}",,,1 (extremely positive),argilla,,False,,2010,,Validated,2023-03-28 16:02:09.762696,{'text_length': 138}
10,"I get why lesbians hate bisexual girls, cause they don't even take ya'll serious. 😭😭😂","{'text': ""I get why lesbians hate bisexual girls, cause they don't even take ya'll serious. 😭😭😂""}",,,4 (hateful),argilla,,False,,2011,,Validated,2023-03-28 16:02:09.762792,{'text_length': 85}
11,King Bob-Omp is the dirtiest cocksucker in the game and that’s why we love him,{'text': 'King Bob-Omp is the dirtiest cocksucker in the game and that’s why we love him'},,,2 (positive),argilla,,False,,2012,,Validated,2023-03-28 16:02:09.762857,{'text_length': 78}
12,"Sorry but the new heathers movie looks fuckin awful. Uh oh white girl is getting back at a fat girl, the gays and a brown girl. Like. Damn. Feels good to be 3 outta 3 and made into a villain all the time. Like the original heathers is about aesthetic and this one is just whew","{'text': 'Sorry but the new heathers movie looks fuckin awful. Uh oh white girl is getting back at a fat girl, the gays and a brown girl. Like. Damn. Feels good to be 3 outta 3 and made into a villain all the time. Like the original heathers is about aesthetic and this one is just whew'}",,,4 (hateful),argilla,,False,,2013,,Validated,2023-03-28 16:02:09.762917,{'text_length': 276}
13,"just wanted to let all my lgbt+, trans, &amp; poc mutuals know that I love and appreciate them so damn much","{'text': 'just wanted to let all my lgbt+, trans, &amp; poc mutuals know that I love and appreciate them so damn much'}",,,1 (extremely positive),argilla,,False,,2014,,Validated,2023-03-28 16:02:09.762977,{'text_length': 107}
14,"""When will people understand I'm not into anyone. I'm asexual.""  -@RickelleJ. yeah.","{'text': '""When will people understand I\'m not into anyone. I\'m asexual.""  -@RickelleJ. yeah.'}",,,3 (neutral),argilla,,False,,2015,,Validated,2023-03-28 16:02:09.763035,{'text_length': 83}
