,text,inputs,prediction,prediction_agent,annotation,annotation_agent,vectors,multi_label,explanation,id,metadata,status,event_timestamp,metrics
0,"I haven’t EVEN talked about the disposability of black trans women but y’all too cis-centric to think about that. 

Shit y’all think our dead names be a motherfucking Beetlejuice demon summoning chant.",{'text': 'I haven’t EVEN talked about the disposability of black trans women but y’all too cis-centric to think about that. \n\nShit y’all think our dead names be a motherfucking Beetlejuice demon summoning chant.'},,,3 (neutral),admin,,False,,1751,,Validated,2023-09-16 07:41:20.404492,{'text_length': 201}
1,Gay furry? More like Yay furry,{'text': 'Gay furry? More like Yay furry'},,,3 (neutral),admin,,False,,1752,,Validated,2023-09-16 07:41:20.404568,{'text_length': 30}
2,"I ask again, where are gay and bisexual male voices in all this shit storm. It would be different if TIMs or TIFs were coercing them into sex and disrespecting their boundaries. Men wouldn’t tolerate it. And neither will we! Stand up brothers , your sisters are being attacked.","{'text': 'I ask again, where are gay and bisexual male voices in all this shit storm. It would be different if TIMs or TIFs were coercing them into sex and disrespecting their boundaries. Men wouldn’t tolerate it. And neither will we! Stand up brothers , your sisters are being attacked.'}",,,2 (positive/supportive),admin,,False,,1753,,Validated,2023-09-16 07:41:20.404627,{'text_length': 277}
3,Miley Cyrus will forever be my lesbian crush,{'text': 'Miley Cyrus will forever be my lesbian crush'},,,2 (positive/supportive),admin,,False,,1754,,Validated,2023-09-16 07:41:20.404679,{'text_length': 44}
4,"If you dont understand why we're protesting-keep Dr Kings name out of your mouth. If you did not say anything on Trans day of rememberance-keep Dr Kings name out of your mouth. If you are supporting hate, bigotry, racism-keep Dr. Kings name out of your mouth - CM @JumaaneWilliams","{'text': ""If you dont understand why we're protesting-keep Dr Kings name out of your mouth. If you did not say anything on Trans day of rememberance-keep Dr Kings name out of your mouth. If you are supporting hate, bigotry, racism-keep Dr. Kings name out of your mouth - CM @JumaaneWilliams""}",,,2 (positive/supportive),admin,,False,,1755,,Validated,2023-09-16 07:41:20.404730,{'text_length': 280}
5,I’m so excited to see hex rn I haven’t seen this tranny since I was 16,{'text': 'I’m so excited to see hex rn I haven’t seen this tranny since I was 16'},,,4 (hateful/unsupportive),admin,,False,,1756,,Validated,2023-09-16 07:41:20.404781,{'text_length': 70}
6,honestly am i the only lesbian in the world who doesn’t like or listen to hayley kiyoko she’s incredibly overrated sorry not sorry facts,{'text': 'honestly am i the only lesbian in the world who doesn’t like or listen to hayley kiyoko she’s incredibly overrated sorry not sorry facts'},,,3 (neutral),admin,,False,,1757,,Validated,2023-09-16 07:41:20.404831,{'text_length': 136}
7,Shame on @McDonalds for supporting bigots and bullies.  #LGBT #CheersToSochi,{'text': 'Shame on @McDonalds for supporting bigots and bullies.  #LGBT #CheersToSochi'},,,2 (positive/supportive),admin,,False,,1758,,Validated,2023-09-16 07:41:20.406117,{'text_length': 76}
8,I'm opening a small business where I just spank trans men over my lap all day?,"{'text': ""I'm opening a small business where I just spank trans men over my lap all day?""}",,,3 (neutral),admin,,False,,1759,,Validated,2023-09-16 07:41:20.406199,{'text_length': 78}
9,"shemale, deepthroat, anal, teen. Putain il marche pas ce site de XXX","{'text': 'shemale, deepthroat, anal, teen. Putain il marche pas ce site de XXX'}",,,3 (neutral),admin,,False,,1760,,Validated,2023-09-16 07:41:20.406257,{'text_length': 68}
10,THERE'S A BISEXUAL CHARACTER IN THIS ANIME YES BITCH,"{'text': ""THERE'S A BISEXUAL CHARACTER IN THIS ANIME YES BITCH""}",,,2 (positive/supportive),admin,,False,,1761,,Validated,2023-09-16 07:41:20.406321,{'text_length': 52}
11,trust me I still think circumgender is bullshit but that doesn't apply to intersex people and being intersex makes it more complicated in a way I can never understand so I'm sorry for speaking so hastily and carelessly,"{'text': ""trust me I still think circumgender is bullshit but that doesn't apply to intersex people and being intersex makes it more complicated in a way I can never understand so I'm sorry for speaking so hastily and carelessly""}",,,3 (neutral),admin,,False,,1762,,Validated,2023-09-16 07:41:20.406374,{'text_length': 218}
12,"me: [is inclusive of intersex people]
randoms: NOT ALL INTERSEX PEOPLE WANT TO BE INCLUDED

....no one is forcing anything on them. but those people don't get to decide that other intersex people who are part of the community/need the support and resources should be pushed out.","{'text': ""me: [is inclusive of intersex people]\nrandoms: NOT ALL INTERSEX PEOPLE WANT TO BE INCLUDED\n\n....no one is forcing anything on them. but those people don't get to decide that other intersex people who are part of the community/need the support and resources should be pushed out.""}",,,2 (positive/supportive),admin,,False,,1763,,Validated,2023-09-16 07:41:20.406423,{'text_length': 278}
13,"DM: ""I’m looking for a dicksucker in Flatbush"" 

Like to link or DM if DL.","{'text': 'DM: ""I’m looking for a dicksucker in Flatbush"" \n\nLike to link or DM if DL.'}",,,3 (neutral),admin,,False,,1764,,Validated,2023-09-16 07:41:20.406482,{'text_length': 74}
14,Finally @Rafinha 🔥🔥🔥 hope you're better than Lesbian Màrio and Sbronzovic,"{'text': ""Finally @Rafinha 🔥🔥🔥 hope you're better than Lesbian Màrio and Sbronzovic""}",,,3 (neutral),admin,,False,,1765,,Validated,2023-09-16 07:41:20.406532,{'text_length': 73}
15,I stg Jonathan from queer eye is turning into a fucking cryptid,{'text': 'I stg Jonathan from queer eye is turning into a fucking cryptid'},,,3 (neutral),admin,,False,,1766,,Validated,2023-09-16 07:41:20.406579,{'text_length': 63}
16,"Wow #CallTheMidwife are going through an #Intersex storyline - interestingly done, wonder how the intersex community feel about it? Opinions?","{'text': 'Wow #CallTheMidwife are going through an #Intersex storyline - interestingly done, wonder how the intersex community feel about it? Opinions?'}",,,3 (neutral),admin,,False,,1767,,Validated,2023-09-16 07:41:20.406625,{'text_length': 141}
