,text,inputs,prediction,prediction_agent,annotation,annotation_agent,vectors,multi_label,explanation,id,metadata,status,event_timestamp,metrics
0,"Lesbians don't get surprise pregnancies and are forced to grow up. We have to grow up on our own first, then decide when to have a kid.","{'text': ""Lesbians don't get surprise pregnancies and are forced to grow up. We have to grow up on our own first, then decide when to have a kid.""}",,,3 (neutral),admin,,False,,3001,,Validated,2023-09-26 15:09:20.548614,{'text_length': 135}
1,There are sooooo many lesbians in this theatre for Monkingjay #HelloKatniss,{'text': 'There are sooooo many lesbians in this theatre for Monkingjay #HelloKatniss'},,,2 (positive/supportive),admin,,False,,3002,,Validated,2023-09-26 15:09:20.548833,{'text_length': 75}
2,"“@MichiganGent777: Yes I'm that good looking” Highly doubtful. You're a gent, most gents are heinous and queer.","{'text': ""“@MichiganGent777: Yes I'm that good looking” Highly doubtful. You're a gent, most gents are heinous and queer.""}",,,4 (hateful/unsupportive),admin,,False,,3003,,Validated,2023-09-26 15:09:20.549004,{'text_length': 111}
3,Some trans women have vaginas.Some trans women have penises.Some trans women are intersex. Best to avoid blanket statements abt our genitals,{'text': 'Some trans women have vaginas.Some trans women have penises.Some trans women are intersex. Best to avoid blanket statements abt our genitals'},,,2 (positive/supportive),admin,,False,,3004,,Validated,2023-09-26 15:09:20.549239,{'text_length': 140}
4,Becoming asexual because boys are idiots 😊😊😊😊😊😊😊😊😊,{'text': 'Becoming asexual because boys are idiots 😊😊😊😊😊😊😊😊😊'},,,4 (hateful/unsupportive),admin,,False,,3005,,Validated,2023-09-26 15:09:20.549381,{'text_length': 50}
5,Just called my mom a lesbian and she freaked out on me. I DO NOT UNDERSTAND,{'text': 'Just called my mom a lesbian and she freaked out on me. I DO NOT UNDERSTAND'},,,4 (hateful/unsupportive),admin,,False,,3006,,Validated,2023-09-26 15:09:20.549520,{'text_length': 75}
6,if I have to listen to this trans/homophobic pair of ladies talk about how our generation is going downhill for one more second I may flip,{'text': 'if I have to listen to this trans/homophobic pair of ladies talk about how our generation is going downhill for one more second I may flip'},,,2 (positive/supportive),admin,,False,,3007,,Validated,2023-09-26 15:09:20.549654,{'text_length': 138}
7,"GOP Passes 'Most Anti-LGBT Platform' ever, Log Cabin Repubs Shocked
No word if that was with a taser or electric prod for conversion therapy","{'text': ""GOP Passes 'Most Anti-LGBT Platform' ever, Log Cabin Repubs Shocked\nNo word if that was with a taser or electric prod for conversion therapy""}",,,6 (can't say!),admin,,False,,3008,,Validated,2023-09-26 15:09:20.549776,{'text_length': 140}
8,Females that claim they gay but end up pregnant can not be trusted 🤷🏽‍♀️ ijs,{'text': 'Females that claim they gay but end up pregnant can not be trusted 🤷🏽\u200d♀️ ijs'},,,4 (hateful/unsupportive),admin,,False,,3009,,Validated,2023-09-26 15:09:20.549902,{'text_length': 76}
9,"""Fuck you"" in advance to writers, sites, late night show hosts, etc. who will makes jokes about Michael Phelps' girlfriend being intersex.","{'text': '""Fuck you"" in advance to writers, sites, late night show hosts, etc. who will makes jokes about Michael Phelps\' girlfriend being intersex.'}",,,2 (positive/supportive),admin,,False,,3010,,Validated,2023-09-26 15:09:20.550063,{'text_length': 138}
