,text,inputs,prediction,prediction_agent,annotation,annotation_agent,vectors,multi_label,explanation,id,metadata,status,event_timestamp,metrics
0,i am a bisexual cuban-american woman and i am so proud of it.,{'text': 'i am a bisexual cuban-american woman and i am so proud of it.'},,,1 (extremely positive/supportive),admin,,False,,2251,,Validated,2023-09-26 15:08:50.216175,{'text_length': 61}
1,"…understanding and caring about these various distinctions. THEY DO NOT. To them, we're ALL just faggots, perverts and dykes.","{'text': ""…understanding and caring about these various distinctions. THEY DO NOT. To them, we're ALL just faggots, perverts and dykes.""}",,,3 (neutral),admin,,False,,2252,,Validated,2023-09-26 15:08:50.216290,{'text_length': 125}
2,El Paso weather be as bi polar as the people.,{'text': 'El Paso weather be as bi polar as the people.'},,,4 (hateful/unsupportive),admin,,False,,2253,,Validated,2023-09-26 15:08:50.216371,{'text_length': 45}
3,"Lomatia tasmanica, King's Holly is arguably the oldest living plant. While individuals are estimated to live for ~300 years, the asexual reproduction method of 'drop a leaf, et viola' means that the current remaining stand has identical genetics to samples 44,000 yrs old #botany","{'text': ""Lomatia tasmanica, King's Holly is arguably the oldest living plant. While individuals are estimated to live for ~300 years, the asexual reproduction method of 'drop a leaf, et viola' means that the current remaining stand has identical genetics to samples 44,000 yrs old #botany""}",,,2 (positive/supportive),admin,,False,,2254,,Validated,2023-09-26 15:08:50.216456,{'text_length': 279}
4,@lilslutprincess's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,"{'text': ""@lilslutprincess's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.""}",,,3 (neutral),admin,,False,,2255,,Validated,2023-09-26 15:08:50.216530,{'text_length': 111}
5,Fine twitter. I am a hipster trans woman. Sips PBR.,{'text': 'Fine twitter. I am a hipster trans woman. Sips PBR.'},,,2 (positive/supportive),admin,,False,,2256,,Validated,2023-09-26 15:08:50.216601,{'text_length': 51}
6,The best advice I can give to anyone is do not ever be friends with lesbians. Two females in one relationship is a mess.,{'text': 'The best advice I can give to anyone is do not ever be friends with lesbians. Two females in one relationship is a mess.'},,,5 (extremely hateful/unsupportive),admin,,False,,2257,,Validated,2023-09-26 15:08:50.216676,{'text_length': 120}
7,dmrt1 mutants have problems transitioning to male. biased female &amp; intersex. Kellee Siegfried good thing lab not in North Carolina #sczi2017,{'text': 'dmrt1 mutants have problems transitioning to male. biased female &amp; intersex. Kellee Siegfried good thing lab not in North Carolina #sczi2017'},,,3 (neutral),admin,,False,,2258,,Validated,2023-09-26 15:08:50.216745,{'text_length': 144}
8,it's up to the gays to save love,"{'text': ""it's up to the gays to save love""}",,,2 (positive/supportive),admin,,False,,2259,,Validated,2023-09-26 15:08:50.216813,{'text_length': 32}
9,"I'm so proud of everything @mikasounds has accomplished in his life
He's a model for all of us: boys, girls, bi, gays, singers, musicians, terrific kids and lost souls
I owe him so much, I love him
#HappyBirthdayMIKA 
#HappyBirthdayEnfantTerrible","{'text': ""I'm so proud of everything @mikasounds has accomplished in his life\nHe's a model for all of us: boys, girls, bi, gays, singers, musicians, terrific kids and lost souls\nI owe him so much, I love him\n#HappyBirthdayMIKA \n#HappyBirthdayEnfantTerrible""}",,,1 (extremely positive/supportive),admin,,False,,2260,,Validated,2023-09-26 15:08:50.216882,{'text_length': 246}
