,text,inputs,prediction,prediction_agent,annotation,annotation_agent,vectors,multi_label,explanation,id,metadata,status,event_timestamp,metrics
0,"Internet:  Hux is a virgin because he's waiting/inept/busy/focused on FO.  

Me:  Let the man be asexual in peace.","{'text': ""Internet:  Hux is a virgin because he's waiting/inept/busy/focused on FO.  \n\nMe:  Let the man be asexual in peace.""}",,,2 (positive),argilla,,False,,2751,,Validated,2023-04-09 04:32:46.768486,{'text_length': 114}
1,"I wouldn't use a lawsuit to compel a ""gay"" baker to make a ""Homosexuality Is Wrong"" cake. Why is the #LGBTQ Lobby pushing to compel #Christians to make cakes celebrating immoral homosexual ""marriages,"" which mock the Bible (see Romans 1)? #JackPhillips #LGBTyranny #SSM","{'text': 'I wouldn\'t use a lawsuit to compel a ""gay"" baker to make a ""Homosexuality Is Wrong"" cake. Why is the #LGBTQ Lobby pushing to compel #Christians to make cakes celebrating immoral homosexual ""marriages,"" which mock the Bible (see Romans 1)? #JackPhillips #LGBTyranny #SSM'}",,,5 (extremely hateful),argilla,,False,,2752,,Validated,2023-04-09 04:32:46.768684,{'text_length': 269}
2,girls whose fav member of big time rush was james are dumb and bisexual and my fav was james,{'text': 'girls whose fav member of big time rush was james are dumb and bisexual and my fav was james'},,,3 (neutral),argilla,,False,,2753,,Validated,2023-04-09 04:32:46.768797,{'text_length': 92}
3,Headcannon that kay faraday is asexual. Shes too busy stealing the truth to steal virginities,{'text': 'Headcannon that kay faraday is asexual. Shes too busy stealing the truth to steal virginities'},,,4 (hateful),argilla,,False,,2754,,Validated,2023-04-09 04:32:46.768909,{'text_length': 93}
4,im like 50% i want to fuck jumin so right &amp; 50% This Boy Is Asexual Leave Him Alone,{'text': 'im like 50% i want to fuck jumin so right &amp; 50% This Boy Is Asexual Leave Him Alone'},,,3 (neutral),argilla,,False,,2755,,Validated,2023-04-09 04:32:46.769020,{'text_length': 87}
5,Secretly wants to peg a boy and make them realize they're trans halfway thru,"{'text': ""Secretly wants to peg a boy and make them realize they're trans halfway thru""}",,,4 (hateful),argilla,,False,,2756,,Validated,2023-04-09 04:32:46.769154,{'text_length': 76}
6,"""NEWS FLASH HARRY AND LOUIS ARE ASEXUAL""","{'text': '""NEWS FLASH HARRY AND LOUIS ARE ASEXUAL""'}",,,3 (neutral),argilla,,False,,2757,,Validated,2023-04-09 04:32:46.770054,{'text_length': 40}
7,bandersnatch is an indecisive bisexual's worst nightmare,"{'text': ""bandersnatch is an indecisive bisexual's worst nightmare""}",,,4 (hateful),argilla,,False,,2758,,Validated,2023-04-09 04:32:46.770263,{'text_length': 56}
8,"boycott e621 
apparently you can get banned for tagging ""intersex"" and not tagging the other terf words with it too.
load of bullshit.","{'text': 'boycott e621 \napparently you can get banned for tagging ""intersex"" and not tagging the other terf words with it too.\nload of bullshit.'}",,,4 (hateful),argilla,,False,,2759,,Validated,2023-04-09 04:32:46.770387,{'text_length': 134}
9,"""Kevin's sunglasses are bisexual"" kell I think u mean unisex","{'text': '""Kevin\'s sunglasses are bisexual"" kell I think u mean unisex'}",,,3 (neutral),argilla,,False,,2760,,Validated,2023-04-09 04:32:46.770507,{'text_length': 60}
10,"trying this again bc the other one flopped

rt to be in an lgbtq+ gc

-mbf/have dms open
-be lit
-don't block
-first 20 rts
-14+ y/o","{'text': ""trying this again bc the other one flopped\n\nrt to be in an lgbtq+ gc\n\n-mbf/have dms open\n-be lit\n-don't block\n-first 20 rts\n-14+ y/o""}",,,3 (neutral),argilla,,False,,2761,,Validated,2023-04-09 04:32:46.770652,{'text_length': 132}
