,text,inputs,prediction,prediction_agent,annotation,annotation_agent,vectors,multi_label,explanation,id,metadata,status,event_timestamp,metrics
0,“Guys don’t forget I went through a time in my life when I thought I was asexual” - Michelle,{'text': '“Guys don’t forget I went through a time in my life when I thought I was asexual” - Michelle'},,,3 (neutral),argilla,,False,,1251,,Validated,2023-03-28 16:02:03.295497,{'text_length': 92}
1,"Am I the only intersex person REALLY uncomfortable with people tagging their double-genitalia (male and female) fetish characters ""intersex""? That's not what we look like and it makes me feel like my condition is just a fetish, minimizing the actual issues that comes with it :(","{'text': 'Am I the only intersex person REALLY uncomfortable with people tagging their double-genitalia (male and female) fetish characters ""intersex""? That\'s not what we look like and it makes me feel like my condition is just a fetish, minimizing the actual issues that comes with it :('}",,,4 (hateful),argilla,,False,,1252,,Validated,2023-03-28 16:02:03.295734,{'text_length': 278}
2,"Participants being broken down in demographics at #WAS2017 but how come dyadic ""male / female""? Where are our trans &amp; intersex colleagues?","{'text': 'Participants being broken down in demographics at #WAS2017 but how come dyadic ""male / female""? Where are our trans &amp; intersex colleagues?'}",,,4 (hateful),argilla,,False,,1253,,Validated,2023-03-28 16:02:03.295867,{'text_length': 142}
3,I’m asexual pls fuck off,{'text': 'I’m asexual pls fuck off'},,,4 (hateful),argilla,,False,,1254,,Validated,2023-03-28 16:02:03.295983,{'text_length': 24}
4,HALEY AND I WERE FILMING FOR OUR APES VIDEO AND I HAVE THE ULTIMATE LESBIAN STRUT IM SCREAMING,{'text': 'HALEY AND I WERE FILMING FOR OUR APES VIDEO AND I HAVE THE ULTIMATE LESBIAN STRUT IM SCREAMING'},,,3 (neutral),argilla,,False,,1255,,Validated,2023-03-28 16:02:03.296093,{'text_length': 94}
5,gays that don’t work in retail aren’t valid,{'text': 'gays that don’t work in retail aren’t valid'},,,4 (hateful),argilla,,False,,1256,,Validated,2023-03-28 16:02:03.296205,{'text_length': 43}
6,My mom so OP bro she asked my sister if I was really gay and has been SUS about it for 2 months,{'text': 'My mom so OP bro she asked my sister if I was really gay and has been SUS about it for 2 months'},,,4 (hateful),argilla,,False,,1257,,Validated,2023-03-28 16:02:03.296321,{'text_length': 95}
7,"Being gay, lesbian, bisexual, transgender, intersexual, asexual, pansexual is OK!
You know what's not ok? Being a racist, homophobic idiot","{'text': ""Being gay, lesbian, bisexual, transgender, intersexual, asexual, pansexual is OK!\nYou know what's not ok? Being a racist, homophobic idiot""}",,,2 (positive),argilla,,False,,1258,,Validated,2023-03-28 16:02:03.296426,{'text_length': 138}
8,9. How does your local Gender Identity Clinic treat trans youth? Mine still practices reparative therapy.,{'text': '9. How does your local Gender Identity Clinic treat trans youth? Mine still practices reparative therapy.'},,,4 (hateful),argilla,,False,,1259,,Validated,2023-03-28 16:02:03.296522,{'text_length': 105}
9,Are there shemales? Or it's just fallacy 🤷,"{'text': ""Are there shemales? Or it's just fallacy 🤷""}",,,4 (hateful),argilla,,False,,1260,,Validated,2023-03-28 16:02:03.296656,{'text_length': 42}
