,text,inputs,prediction,prediction_agent,annotation,annotation_agent,vectors,multi_label,explanation,id,metadata,status,event_timestamp,metrics
0,"Seeing a pregnant lesbian is wild, dude...","{'text': 'Seeing a pregnant lesbian is wild, dude...'}",,,4 (hateful),argilla,,False,,1000,,Validated,2023-03-28 16:01:58.867156,{'text_length': 42}
1,"Can I just say I feel like a dumb idiot?.. I stopped using the words ""Futa/Dickgirl"" etc awhile ago and have since started using intersex/preffered pronouns. Because I was super uneducated. Trans don't like those words for good reason! Please dont use these.","{'text': 'Can I just say I feel like a dumb idiot?.. I stopped using the words ""Futa/Dickgirl"" etc awhile ago and have since started using intersex/preffered pronouns. Because I was super uneducated. Trans don\'t like those words for good reason! Please dont use these.'}",,,3 (neutral),argilla,,False,,751,,Validated,2023-03-28 16:01:58.851320,{'text_length': 258}
2,Did I just read a bisexual woman say she's gonna fuck a guy to stick it to biphobes 😭😭😭 lmaooooo literally no one's stopping us from fucking a guy I lose braincells everyday on this app,"{'text': ""Did I just read a bisexual woman say she's gonna fuck a guy to stick it to biphobes 😭😭😭 lmaooooo literally no one's stopping us from fucking a guy I lose braincells everyday on this app""}",,,4 (hateful),argilla,,False,,752,,Validated,2023-03-28 16:01:58.851428,{'text_length': 185}
3,I can't believe the Thinking Cup missed out on the chance to name the BLAT (🥓lettuce🥑🍅) the LGBT (lettuce/guac🥓🍅)..the tru gay sandwich icon,"{'text': ""I can't believe the Thinking Cup missed out on the chance to name the BLAT (🥓lettuce🥑🍅) the LGBT (lettuce/guac🥓🍅)..the tru gay sandwich icon""}",,,3 (neutral),argilla,,False,,753,,Validated,2023-03-28 16:01:58.851499,{'text_length': 140}
4,MARNIE SIMPSON IS BISEXUAL CELEB BIG BROTHER IS LIT ALREADY,{'text': 'MARNIE SIMPSON IS BISEXUAL CELEB BIG BROTHER IS LIT ALREADY'},,,2 (positive),argilla,,False,,754,,Validated,2023-03-28 16:01:58.851609,{'text_length': 59}
5,Do you support gay marriage?,{'text': 'Do you support gay marriage?'},,,3 (neutral),argilla,,False,,755,,Validated,2023-03-28 16:01:58.851683,{'text_length': 28}
6,Kal and Kieran scrapping then both them burst oot greeting after it couple batty boys,{'text': 'Kal and Kieran scrapping then both them burst oot greeting after it couple batty boys'},,,3 (neutral),argilla,,False,,756,,Validated,2023-03-28 16:01:58.851745,{'text_length': 85}
7,Bilingual (I guess) Bisexual (mess) bipolar. Hmm. @ddlovato,{'text': 'Bilingual (I guess) Bisexual (mess) bipolar. Hmm. @ddlovato'},,,3 (neutral),argilla,,False,,757,,Validated,2023-03-28 16:01:58.851803,{'text_length': 59}
8,"""Wait if you're bisexual are you like attracted to like all girls?"" No you fucking idiot are you attracted to all guys???","{'text': '""Wait if you\'re bisexual are you like attracted to like all girls?"" No you fucking idiot are you attracted to all guys???'}",,,4 (hateful),argilla,,False,,758,,Validated,2023-03-28 16:01:58.851861,{'text_length': 121}
9,"I want a Bruce in the streets and a Caitlyn in the sheets
.
.
.
Basically, I want a transexual.","{'text': 'I want a Bruce in the streets and a Caitlyn in the sheets\n.\n.\n.\nBasically, I want a transexual.'}",,,3 (neutral),argilla,,False,,759,,Validated,2023-03-28 16:01:58.851919,{'text_length': 95}
10,I’d really like to know why Jesse Singal is so aggressively hateful against trans people. His level obsession about us creeps me the fuck out.,{'text': 'I’d really like to know why Jesse Singal is so aggressively hateful against trans people. His level obsession about us creeps me the fuck out.'},,,2 (positive),argilla,,False,,760,,Validated,2023-03-28 16:01:58.851979,{'text_length': 142}
11,about to be a hard ass lesbian,{'text': 'about to be a hard ass lesbian'},,,2 (positive),argilla,,False,,761,,Validated,2023-03-28 16:01:58.852054,{'text_length': 30}
12,Not to sound like a bisexual in a heterosexual relationship or anything but I wanna have a threesome w my boo n another hottie hehe&lt;3 &gt;:-),{'text': 'Not to sound like a bisexual in a heterosexual relationship or anything but I wanna have a threesome w my boo n another hottie hehe&lt;3 &gt;:-)'},,,6 (can't say!),argilla,,False,,762,,Validated,2023-03-28 16:01:58.852116,{'text_length': 144}
13,Homophobia: The irrational fear that three fags will break into your house and redecorate it against your will  #gay #lgbt #gayquotes,{'text': 'Homophobia: The irrational fear that three fags will break into your house and redecorate it against your will  #gay #lgbt #gayquotes'},,,2 (positive),argilla,,False,,763,,Validated,2023-03-28 16:01:58.852174,{'text_length': 133}
14,Let asexual people live in peace.,{'text': 'Let asexual people live in peace.'},,,1 (extremely positive),argilla,,False,,764,,Validated,2023-03-28 16:01:58.852232,{'text_length': 33}
15,if my dad asks me if i'm gay again i'm looking him straight in the eye and telling him i love big cocks.,"{'text': ""if my dad asks me if i'm gay again i'm looking him straight in the eye and telling him i love big cocks.""}",,,1 (extremely positive),argilla,,False,,765,,Validated,2023-03-28 16:01:58.852292,{'text_length': 104}
16,"I AM SUCH A WEAK ASS BITCH, I LOVE #MALEC SO MUCH! MY HEART IS BEATING SO FAST! ONLY 2 1/2 HOURS TO GOOOO!!! MY BODY NEEDS THEM #Shadowhunters #LGBTQ #happiness #couple #love","{'text': 'I AM SUCH A WEAK ASS BITCH, I LOVE #MALEC SO MUCH! MY HEART IS BEATING SO FAST! ONLY 2 1/2 HOURS TO GOOOO!!! MY BODY NEEDS THEM #Shadowhunters #LGBTQ #happiness #couple #love'}",,,2 (positive),argilla,,False,,766,,Validated,2023-03-28 16:01:58.852351,{'text_length': 174}
17,"holy shit. watch bojack horseman if not for bojack, but for todd. a canon asexual. this series is so good goddamn","{'text': 'holy shit. watch bojack horseman if not for bojack, but for todd. a canon asexual. this series is so good goddamn'}",,,6 (can't say!),argilla,,False,,767,,Validated,2023-03-28 16:01:58.852411,{'text_length': 113}
18,Hey Ladies Stop Being Scared Around Lesbians.  You're not officially cute until one likes u. 🤔,"{'text': ""Hey Ladies Stop Being Scared Around Lesbians.  You're not officially cute until one likes u. 🤔""}",,,1 (extremely positive),argilla,,False,,768,,Validated,2023-03-28 16:01:58.852474,{'text_length': 94}
19,#gainwithxtiandela say no to suicide pls #intersex,{'text': '#gainwithxtiandela say no to suicide pls #intersex'},,,1 (extremely positive),argilla,,False,,769,,Validated,2023-03-28 16:01:58.852559,{'text_length': 50}
20,"*gets flirted with in starbucks with a loona pickup line*

*POWER WALKS AWAY IN PANICKED BISEXUAL*",{'text': '*gets flirted with in starbucks with a loona pickup line*\n\n*POWER WALKS AWAY IN PANICKED BISEXUAL*'},,,3 (neutral),argilla,,False,,770,,Validated,2023-03-28 16:01:58.852649,{'text_length': 98}
21,"'Emily didn't cry at the party, she just ran around in her multi coloured cape telling people she was bisexual'","{'text': ""'Emily didn't cry at the party, she just ran around in her multi coloured cape telling people she was bisexual'""}",,,1 (extremely positive),argilla,,False,,771,,Validated,2023-03-28 16:01:58.852725,{'text_length': 111}
22,"me, an asexual: fuckign choke me","{'text': 'me, an asexual: fuckign choke me'}",,,6 (can't say!),argilla,,False,,772,,Validated,2023-03-28 16:01:58.852785,{'text_length': 32}
23,bitches that fake being bisexual for attention erks the fuck outta my nerves,{'text': 'bitches that fake being bisexual for attention erks the fuck outta my nerves'},,,4 (hateful),argilla,,False,,773,,Validated,2023-03-28 16:01:58.852842,{'text_length': 76}
24,"Today my boss asked me if I still “use the grinder” out of the blue (he bought me a coffee grinder for my birthday) and my gay ass just stared at him, speechless then awkward laughed and walked away. Sos I have to quit now.","{'text': 'Today my boss asked me if I still “use the grinder” out of the blue (he bought me a coffee grinder for my birthday) and my gay ass just stared at him, speechless then awkward laughed and walked away. Sos I have to quit now.'}",,,1 (extremely positive),argilla,,False,,774,,Validated,2023-03-28 16:01:58.852901,{'text_length': 223}
25,Every time i see a redhead im reminded that intersex people are just as common. And then saddened that surgical choices are made for them in infancy. Fuck all the doctors who lie and manipulate unknowing parents.,{'text': 'Every time i see a redhead im reminded that intersex people are just as common. And then saddened that surgical choices are made for them in infancy. Fuck all the doctors who lie and manipulate unknowing parents.'},,,4 (hateful),argilla,,False,,775,,Validated,2023-03-28 16:01:58.852960,{'text_length': 212}
26,PEDOPHILIA IS A CRIME NOT A SEXUALITY STOP PAIRING IT WITH THE LGBT+ FLAG THX!!!!!!,{'text': 'PEDOPHILIA IS A CRIME NOT A SEXUALITY STOP PAIRING IT WITH THE LGBT+ FLAG THX!!!!!!'},,,4 (hateful),argilla,,False,,776,,Validated,2023-03-28 16:01:58.853017,{'text_length': 83}
27,The Queer Porn Film Festival was fun! There's an unbelievable amount of hotties fucking on film in the world!!! Glad to have gone.,"{'text': ""The Queer Porn Film Festival was fun! There's an unbelievable amount of hotties fucking on film in the world!!! Glad to have gone.""}",,,1 (extremely positive),argilla,,False,,777,,Validated,2023-03-28 16:01:58.853077,{'text_length': 130}
28,being a bisexual woman sucks bc men are so easy to fuck yet so annoying to fuck with,{'text': 'being a bisexual woman sucks bc men are so easy to fuck yet so annoying to fuck with'},,,4 (hateful),argilla,,False,,778,,Validated,2023-03-28 16:01:58.853136,{'text_length': 84}
29,Really enjoyed @TangerineFilm nice to see that Trans wasn't the main story point,"{'text': ""Really enjoyed @TangerineFilm nice to see that Trans wasn't the main story point""}",,,3 (neutral),argilla,,False,,779,,Validated,2023-03-28 16:01:58.853193,{'text_length': 80}
30,intersexual feminism now that’s what I’m talking about am I right fellas,{'text': 'intersexual feminism now that’s what I’m talking about am I right fellas'},,,6 (can't say!),argilla,,False,,780,,Validated,2023-03-28 16:01:58.853252,{'text_length': 72}
31,3 months into owning my first Dodge an already have to start saving for a tranny 😂,{'text': '3 months into owning my first Dodge an already have to start saving for a tranny 😂'},,,6 (can't say!),argilla,,False,,781,,Validated,2023-03-28 16:01:58.853321,{'text_length': 82}
32,When girls wear so much makeup that they actually begin to look like a transexual male...🐸☕️,{'text': 'When girls wear so much makeup that they actually begin to look like a transexual male...🐸☕️'},,,3 (neutral),argilla,,False,,782,,Validated,2023-03-28 16:01:58.853382,{'text_length': 92}
33,brig armour is kinda gey,{'text': 'brig armour is kinda gey'},,,1 (extremely positive),argilla,,False,,783,,Validated,2023-03-28 16:01:58.853439,{'text_length': 24}
34,"Bi update: Just so you know, I'm feeling powerfully bisexual.","{'text': ""Bi update: Just so you know, I'm feeling powerfully bisexual.""}",,,3 (neutral),argilla,,False,,784,,Validated,2023-03-28 16:01:58.853498,{'text_length': 61}
35,"Come on in, ""take"" a number, and sit down because this thread is going to be awhile! Our new Woke Julius will be on sale after we post 60 tweets about how a webcomic of some IT dudes making dick sucking jokes over IRC is peak LGBTQ representation","{'text': 'Come on in, ""take"" a number, and sit down because this thread is going to be awhile! Our new Woke Julius will be on sale after we post 60 tweets about how a webcomic of some IT dudes making dick sucking jokes over IRC is peak LGBTQ representation'}",,,1 (extremely positive),argilla,,False,,785,,Validated,2023-03-28 16:01:58.853636,{'text_length': 246}
36,"She Bi. He Gay. She A Hoe. He Sells Drugs. They Fuck. They Smoke... WHO GIVES A FUCK? LEAVE PEOPLE ALONE! IT'S THEIR LIFE, SHIT !","{'text': ""She Bi. He Gay. She A Hoe. He Sells Drugs. They Fuck. They Smoke... WHO GIVES A FUCK? LEAVE PEOPLE ALONE! IT'S THEIR LIFE, SHIT !""}",,,1 (extremely positive),argilla,,False,,786,,Validated,2023-03-28 16:01:58.853716,{'text_length': 129}
37,"*puts my Angry Man Hating Dyke boots over my ""ofc i think trans women are woman and understand there are men who are part of oppressed groups that goes without saying you fool"" socks*","{'text': '*puts my Angry Man Hating Dyke boots over my ""ofc i think trans women are woman and understand there are men who are part of oppressed groups that goes without saying you fool"" socks*'}",,,1 (extremely positive),argilla,,False,,787,,Validated,2023-03-28 16:01:58.853775,{'text_length': 183}
38,"Lesbians have such a strong imagination🙇😂so convinced we can have children together, scientists need to gone and make somen shake🔬👭👶","{'text': 'Lesbians have such a strong imagination🙇😂so convinced we can have children together, scientists need to gone and make somen shake🔬👭👶'}",,,1 (extremely positive),argilla,,False,,788,,Validated,2023-03-28 16:01:58.853834,{'text_length': 132}
39,An exhilarating mystery audio drama about an asexual human disaster and an adventurous father who have a mysterious connection.,{'text': 'An exhilarating mystery audio drama about an asexual human disaster and an adventurous father who have a mysterious connection.'},,,3 (neutral),argilla,,False,,789,,Validated,2023-03-28 16:01:58.853891,{'text_length': 127}
40,"There are two genders. 

There is rare intersex. 

Anything else is an individual personality expression. 

Sue me. 

#IStandWithMaya",{'text': 'There are two genders. \n\nThere is rare intersex. \n\nAnything else is an individual personality expression. \n\nSue me. \n\n#IStandWithMaya'},,,6 (can't say!),argilla,,False,,790,,Validated,2023-03-28 16:01:58.853949,{'text_length': 133}
41,'I wouldn't have a problem with trans people if they would just get gender reassignment surgery' is the most ignorant thing I've ever heard.,"{'text': ""'I wouldn't have a problem with trans people if they would just get gender reassignment surgery' is the most ignorant thing I've ever heard.""}",,,1 (extremely positive),argilla,,False,,791,,Validated,2023-03-28 16:01:58.854021,{'text_length': 140}
42,"Thank fuck @PerezHilton is out! Nasty, vile, bitchy, manipulative arse hole. WORSE person to represent the #LGBT community. #CBB #CBBPerez","{'text': 'Thank fuck @PerezHilton is out! Nasty, vile, bitchy, manipulative arse hole. WORSE person to represent the #LGBT community. #CBB #CBBPerez'}",,,4 (hateful),argilla,,False,,792,,Validated,2023-03-28 16:01:58.854082,{'text_length': 138}
43,"The Dilbert guy is no LGBT ally, but his posts are pretty gay","{'text': 'The Dilbert guy is no LGBT ally, but his posts are pretty gay'}",,,1 (extremely positive),argilla,,False,,793,,Validated,2023-03-28 16:01:58.854141,{'text_length': 61}
44,"I love my trans, non-binary and intersex brothers, sisters and siblings and I am sorry for the bigotry you’ve experienced this week and always. You don’t need celebrities to validate you. 💗","{'text': 'I love my trans, non-binary and intersex brothers, sisters and siblings and I am sorry for the bigotry you’ve experienced this week and always. You don’t need celebrities to validate you. 💗'}",,,1 (extremely positive),argilla,,False,,794,,Validated,2023-03-28 16:01:58.854215,{'text_length': 189}
45,"It’s interesting how straight people will sleep around all they want, but when they see a woman with a bisexual man they wanna talk about the dangers of HIV &amp; stds. So you weren’t worried about HIV &amp; stds when you were fucking everything &amp; coming home to your woman/man?","{'text': 'It’s interesting how straight people will sleep around all they want, but when they see a woman with a bisexual man they wanna talk about the dangers of HIV &amp; stds. So you weren’t worried about HIV &amp; stds when you were fucking everything &amp; coming home to your woman/man?'}",,,3 (neutral),argilla,,False,,795,,Validated,2023-03-28 16:01:58.854278,{'text_length': 282}
46,I’m honored of being invited to speak on 2 panels about being trans* and its risks of being affected by HIV at the World AIDS Conference in Amsterdam next week! Meet me @ the TNZ @ #AIDS2018 #AIDS2018Live #HIV #trans #transgender,{'text': 'I’m honored of being invited to speak on 2 panels about being trans* and its risks of being affected by HIV at the World AIDS Conference in Amsterdam next week! Meet me @ the TNZ @ #AIDS2018 #AIDS2018Live #HIV #trans #transgender'},,,3 (neutral),argilla,,False,,796,,Validated,2023-03-28 16:01:58.854338,{'text_length': 229}
47,"yes, it was the first time i saw a lesbian couple being affectionate irl. and maybe that's because most couples are afraid to show affection","{'text': ""yes, it was the first time i saw a lesbian couple being affectionate irl. and maybe that's because most couples are afraid to show affection""}",,,3 (neutral),argilla,,False,,797,,Validated,2023-03-28 16:01:58.854429,{'text_length': 140}
48,"Me: What tipped you off that I was asexual?
Cast mate: Just your general disinterest in people
#lifeofdeb #asexual",{'text': 'Me: What tipped you off that I was asexual?\nCast mate: Just your general disinterest in people\n#lifeofdeb #asexual'},,,3 (neutral),argilla,,False,,798,,Validated,2023-03-28 16:01:58.854546,{'text_length': 114}
49,"""intersex doesn't count"" transphobe rhetoric is like saying ""Only blue and red can exist, purple doesn't count""","{'text': '""intersex doesn\'t count"" transphobe rhetoric is like saying ""Only blue and red can exist, purple doesn\'t count""'}",,,1 (extremely positive),argilla,,False,,799,,Validated,2023-03-28 16:01:58.854632,{'text_length': 111}
50,Watching Gay &amp; Lesbian Movies On Netflix,{'text': 'Watching Gay &amp; Lesbian Movies On Netflix'},,,1 (extremely positive),argilla,,False,,800,,Validated,2023-03-28 16:01:58.854694,{'text_length': 44}
51,I transvestite told me that my smokey eye was killin it... That's when you know your makeup is on point,"{'text': ""I transvestite told me that my smokey eye was killin it... That's when you know your makeup is on point""}",,,1 (extremely positive),argilla,,False,,801,,Validated,2023-03-28 16:01:58.854769,{'text_length': 103}
52,"I have been waking up at ridiculous hours.....3 a.m. and shit.....like I have cows to milk.....this morning??  well, I just woke up!!  5 fucking 30 ya gawd damn cocksuckers!!!  and it is already a beautiful day to be alive!!  WHY??  Cuz I dreamed about Uncle Joey ALL NIGHT!!!","{'text': 'I have been waking up at ridiculous hours.....3 a.m. and shit.....like I have cows to milk.....this morning??  well, I just woke up!!  5 fucking 30 ya gawd damn cocksuckers!!!  and it is already a beautiful day to be alive!!  WHY??  Cuz I dreamed about Uncle Joey ALL NIGHT!!!'}",,,1 (extremely positive),argilla,,False,,802,,Validated,2023-03-28 16:01:58.854830,{'text_length': 276}
53,how the fuck did I just learn about intersex at age 21,{'text': 'how the fuck did I just learn about intersex at age 21'},,,1 (extremely positive),argilla,,False,,803,,Validated,2023-03-28 16:01:58.854888,{'text_length': 54}
54,"""Assigned at birth"" stolen:  intersex kids DO have ambiguous genitalia. In 99%+ of newborns sex is obvious. Cooptation=typical transactivism","{'text': '""Assigned at birth"" stolen:  intersex kids DO have ambiguous genitalia. In 99%+ of newborns sex is obvious. Cooptation=typical transactivism'}",,,4 (hateful),argilla,,False,,804,,Validated,2023-03-28 16:01:58.854946,{'text_length': 140}
55,2 peoples unfollowed me after i rted the asexual are lgbt+ thing well ive only 2 words to say: fuck you,{'text': '2 peoples unfollowed me after i rted the asexual are lgbt+ thing well ive only 2 words to say: fuck you'},,,4 (hateful),argilla,,False,,805,,Validated,2023-03-28 16:01:58.855004,{'text_length': 103}
56,"We have law enforcement officers and military personnel getting killed on a daily basis, yet America is focused on a transgender.... #WAKEUP","{'text': 'We have law enforcement officers and military personnel getting killed on a daily basis, yet America is focused on a transgender.... #WAKEUP'}",,,3 (neutral),argilla,,False,,806,,Validated,2023-03-28 16:01:58.855060,{'text_length': 140}
57,"transphobia? / general cluelessness

 from my SOCIOLOGY TEACHER: “there are many gender identities: bisexual, transsexual, transvestite, asexual”","{'text': 'transphobia? / general cluelessness\n\n from my SOCIOLOGY TEACHER: “there are many gender identities: bisexual, transsexual, transvestite, asexual”'}",,,3 (neutral),argilla,,False,,807,,Validated,2023-03-28 16:01:58.855122,{'text_length': 145}
58,that’s gay as fuck,{'text': 'that’s gay as fuck'},,,4 (hateful),argilla,,False,,808,,Validated,2023-03-28 16:01:58.855181,{'text_length': 18}
59,"I learned something today. Apparently, only women and gay men shop at Express. Who knew? 🤷‍♂️","{'text': 'I learned something today. Apparently, only women and gay men shop at Express. Who knew? 🤷\u200d♂️'}",,,4 (hateful),argilla,,False,,809,,Validated,2023-03-28 16:01:58.855239,{'text_length': 93}
60,In nier I helped a runaway resistance member get gay married to an s unit so they can start a family together,{'text': 'In nier I helped a runaway resistance member get gay married to an s unit so they can start a family together'},,,6 (can't say!),argilla,,False,,810,,Validated,2023-03-28 16:01:58.855296,{'text_length': 109}
61,Lesbian parenting is listening to “Pynk” on repeat during bath time.,{'text': 'Lesbian parenting is listening to “Pynk” on repeat during bath time.'},,,1 (extremely positive),argilla,,False,,811,,Validated,2023-03-28 16:01:58.855366,{'text_length': 68}
62,tfw Valentines Day is  Heteronormative Day #1 and u going to a LGBT picnic bc fuck everyone,{'text': 'tfw Valentines Day is  Heteronormative Day #1 and u going to a LGBT picnic bc fuck everyone'},,,6 (can't say!),argilla,,False,,812,,Validated,2023-03-28 16:01:58.855432,{'text_length': 91}
63,theres so many lesbians at my school,{'text': 'theres so many lesbians at my school'},,,3 (neutral),argilla,,False,,813,,Validated,2023-03-28 16:01:58.855491,{'text_length': 36}
64,"Society Would Look At Me Label Me A Lesbian👭 Niggas Would Label Me A ""Dyke""😈 &amp; Straight Girls Would Label Me A Possibility😏😋😂😩","{'text': 'Society Would Look At Me Label Me A Lesbian👭 Niggas Would Label Me A ""Dyke""😈 &amp; Straight Girls Would Label Me A Possibility😏😋😂😩'}",,,3 (neutral),argilla,,False,,814,,Validated,2023-03-28 16:01:58.855567,{'text_length': 130}
65,"Crisscrossd H'ney &amp; H'gey tonight,behalf of a local charity,visitin families strugglin wid basics &amp; due t transition t UCredit so benefits ave stopped for awhile.2wk old child,parents with total of £31.12 left t survive on.visitin again on weekend t provide support over comin wks","{'text': ""Crisscrossd H'ney &amp; H'gey tonight,behalf of a local charity,visitin families strugglin wid basics &amp; due t transition t UCredit so benefits ave stopped for awhile.2wk old child,parents with total of £31.12 left t survive on.visitin again on weekend t provide support over comin wks""}",,,6 (can't say!),argilla,,False,,815,,Validated,2023-03-28 16:01:58.855632,{'text_length': 288}
66,"asexual when i want to be.

listening to ur dick is a weakness.",{'text': 'asexual when i want to be.\n\nlistening to ur dick is a weakness.'},,,1 (extremely positive),argilla,,False,,816,,Validated,2023-03-28 16:01:58.855690,{'text_length': 63}
67,i Hate how a lotta cishet ppl just make characters they dont wanna deal with asexual like thanks a lot i'll beat you with my ace fists,"{'text': ""i Hate how a lotta cishet ppl just make characters they dont wanna deal with asexual like thanks a lot i'll beat you with my ace fists""}",,,6 (can't say!),argilla,,False,,817,,Validated,2023-03-28 16:01:58.855747,{'text_length': 134}
